sample	genome	taxonomy	coverage	dispersion	fraction	containment	PTR	log2(PTR)	enzyme_consistency	n_anchors	ori_confidence	se	ci_low	ci_high	n_enzymes	n_enzymes_attempted	enzyme_fit_rate	enzymes_used	enzyme_i2	fusion_model	ori	method	n_windows	pass_qc	qc_reason	excluded	note
SF030.BcgI	GCA_000162895.1	s__Peptidiphaga_gingivicola	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_000210715.1	s__Fretibacterium_fastidiosum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_000286355.1	s__Kocuria_atrinae	NA	NA	NA	0.0004533091568	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 1 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_000385835.1	s__Streptococcus_mitis_AI	NA	NA	NA	0.02941176471	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.03 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 2 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_000413015.1	s__Treponema_D_paredis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_000413335.1	s__Cutibacterium_avidum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001062585.1	s__Neisseria_sp000227275	NA	NA	NA	0.02962962963	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.03 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 20 anchors (< 30)	no enzyme produced a usable estimate
SF030.BcgI	GCA_001063255.1	s__Neisseria_mucosa	301.1	432.4512492	0.5846031746	0.05292479109	5.50127597	2.459766277	NA	44	0.9996685262	1.814218513	-1.096036669	6.015569223	1	1	1	BcgI	NA	fixed	1301990.964	glm	15	False	fraction 0.58 < 0.75; dispersion 432.45 > 5.0; containment 0.05 < 0.5	-	single enzyme: no cross-enzyme consistency check available
SF030.BcgI	GCA_001067315.1	s__Neisseria_subflava	76.44444444	111.0303448	0.09045447472	0.025	2.480304655	1.310517337	NA	111	0.9991574265	1.650621377	-1.924641115	4.545675789	1	1	1	BcgI	NA	fixed	393679.1167	glm	6	False	fraction 0.09 < 0.75; dispersion 111.03 > 5.0; containment 0.03 < 0.5	-	single enzyme: no cross-enzyme consistency check available
SF030.BcgI	GCA_001067655.1	s__Neisseria_lactamica_B	NA	NA	NA	0.006711409396	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.01 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 2 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001196045.1	s__Staphylococcus_warneri	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001275035.1	s__Pararheinheimera_tangshanensis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001296205.1	s__Streptococcus_intermedius	NA	NA	NA	0.005899705015	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.01 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 2 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001421095.1	s__Bacteroides_D_periocalifornicus	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001477075.1	s__Methylobacterium_organophilum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001556165.1	s__Sphingomonas_ginsenosidimutans	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001578795.1	s__Streptococcus_gordonii_A	104.8787879	208.5272963	0.1056032644	0.09912536443	14.88734563	3.896014643	NA	271	0.9997513648	1.828291397	0.3126293514	7.479399935	1	1	1	BcgI	NA	fixed	1234998.577	glm	11	False	fraction 0.11 < 0.75; dispersion 208.53 > 5.0; containment 0.10 < 0.5	-	single enzyme: no cross-enzyme consistency check available
SF030.BcgI	GCA_001578855.1	s__Streptococcus_oralis_R	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001579015.1	s__Streptococcus_oralis_K	NA	NA	NA	0.01754385965	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.02 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 1 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001636165.1	s__Schleiferilactobacillus_harbinensis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001724095.1	s__Pigmentiphaga_sp001898625	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001725355.1	s__Novosphingobium_sp001725355	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001838375.1	s__Neisseria_mucosa_A	104.2	NA	0.254305646	0.01557632399	1.414483394	0.50027524	NA	93	0.9171536751	0.7583574927	-0.9860781332	1.986628613	1	1	1	BcgI	NA	fixed	691698.725	glm	10	False	fraction 0.25 < 0.75; containment 0.02 < 0.5	-	single enzyme: no cross-enzyme consistency check available
SF030.BcgI	GCA_001899205.1	s__Mesorhizobium_sp001899205	NA	NA	NA	0.0001041449698	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 1 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001899725.1	s__Sphingomonas_leidyi	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_001914195.1	s__Streptococcus_mitis_F	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002211645.1	s__Fusobacterium_animalis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002256345.1	s__Tardiphaga_sp002256345	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002305995.1	s__UBA1367_sp002305995	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002316995.1	s__Proteiniphilum_sp002410345	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002322135.1	s__Moraxella_A_cinereus	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002341725.1	s__Bradyrhizobium_sp002831585	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002345845.1	s__Azonexus_sp002345845	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002353675.1	s__Prevotella_sp900318855	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002354335.1	s__Sphingobacterium_sp002354335	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002380835.1	s__Kurthia_gibsonii	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002387245.1	s__Brevundimonas_sp002387245	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
SF030.BcgI	GCA_002396845.1	s__UBA4877_sp002399345	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
