sample	genome	taxonomy	coverage	dispersion	fraction	containment	PTR	log2(PTR)	enzyme_consistency	n_anchors	ori_confidence	se	ci_low	ci_high	n_enzymes	n_enzymes_attempted	enzyme_fit_rate	enzymes_used	enzyme_i2	fusion_model	ori	method	n_windows	pass_qc	qc_reason	excluded	note
S_1413230	GCA_000162895.1	s__Peptidiphaga_gingivicola	2.001659761	1.768731531	0.09437846792	0.09823040809	1.594029994	0.6726787758	NA	2269	0.9170758316	0.4236464041	-0.1576529183	1.50301047	1	1	1	BcgI	NA	fixed	949503.8314	glm	23	False	fraction 0.09 < 0.75; containment 0.10 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_000210715.1	s__Fretibacterium_fastidiosum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_000286355.1	s__Kocuria_atrinae	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_000385835.1	s__Streptococcus_mitis_AI	NA	NA	NA	0.04411764706	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.04 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 2 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_000413015.1	s__Treponema_D_paredis	NA	NA	NA	0.006852075776	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.01 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 3 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_000413335.1	s__Cutibacterium_avidum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001062585.1	s__Neisseria_sp000227275	47.95902941	30.79375254	0.6045454545	0.1111111111	12.16600313	3.604783376	NA	80	0.9995654548	1.348506889	0.9617584399	6.247808311	1	1	1	BcgI	NA	fixed	648282.3844	glm	33	False	fraction 0.60 < 0.75; dispersion 30.79 > 5.0; containment 0.11 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001063255.1	s__Neisseria_mucosa	120.1378979	208.5708033	0.5515100251	0.1894150418	1.566587805	0.6476256327	NA	178	0.9986280503	1.632746071	-2.552497862	3.847749128	1	1	1	BcgI	NA	fixed	1865160.908	glm	50	False	fraction 0.55 < 0.75; dispersion 208.57 > 5.0; containment 0.19 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001067315.1	s__Neisseria_subflava	37.47399818	74.26833373	0.5234217296	0.3615384615	2.034939221	1.024985705	NA	444	0.9999303469	0.8080069009	-0.5586787197	2.60865013	1	1	1	BcgI	NA	fixed	102128.3506	glm	53	False	fraction 0.52 < 0.75; dispersion 74.27 > 5.0; containment 0.36 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001067655.1	s__Neisseria_lactamica_B	54.94535962	109.427553	0.5545002616	0.1174496644	47.4680441	5.5688847	NA	153	0.9998477742	1.492030961	2.644557752	8.493211648	1	1	1	BcgI	NA	fixed	1117771.687	glm	49	False	fraction 0.55 < 0.75; dispersion 109.43 > 5.0; containment 0.12 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001196045.1	s__Staphylococcus_warneri	NA	NA	NA	0.002444987775	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 1 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001275035.1	s__Pararheinheimera_tangshanensis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001296205.1	s__Streptococcus_intermedius	1.218077731	0.8182539683	0.1475324675	0.1474926254	0.8599890963	-0.2176097268	NA	264	0.9967104472	0.653163942	-1.497787529	1.062568076	1	1	1	BcgI	NA	fixed	484988.125	glm	11	False	fraction 0.15 < 0.75; containment 0.15 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001421095.1	s__Bacteroides_D_periocalifornicus	NA	NA	NA	0.001246882793	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001477075.1	s__Methylobacterium_organophilum	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001556165.1	s__Sphingomonas_ginsenosidimutans	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001578795.1	s__Streptococcus_gordonii_A	7.479503679	9.65524088	0.1275844156	0.09329446064	1.304201541	0.383166829	NA	252	0.4350143731	1.1095358	-1.791483378	2.557817036	1	1	1	BcgI	NA	fixed	263862.6625	glm	10	False	fraction 0.13 < 0.75; dispersion 9.66 > 5.0; containment 0.09 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001578855.1	s__Streptococcus_oralis_R	NA	NA	NA	0.0243902439	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.02 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 2 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001579015.1	s__Streptococcus_oralis_K	50.57597246	40.08400763	0.4845497076	0.2280701754	6.954319245	2.797909297	NA	96	0.9999033944	1.878235172	-0.8833639947	6.479182588	1	1	1	BcgI	NA	fixed	1075795.185	glm	10	False	fraction 0.48 < 0.75; dispersion 40.08 > 5.0; containment 0.23 < 0.5	-	single enzyme: no cross-enzyme consistency check available
S_1413230	GCA_001636165.1	s__Schleiferilactobacillus_harbinensis	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001724095.1	s__Pigmentiphaga_sp001898625	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 0 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001725355.1	s__Novosphingobium_sp001725355	NA	NA	NA	0.0006920415225	NA	NA	NA	0	NA	NA	NA	NA	0	1	0	-	NA	fixed	NA	none	0	False	containment 0.00 < 0.5; only 0/1 enzymes produced a fit; no PTR estimate	BcgI:only 1 windows after outlier trimming	no enzyme produced a usable estimate
S_1413230	GCA_001838375.1	s__Neisseria_mucosa_A	96.27791856	116.827128	0.3457274076	0.1884735202	1.800664755	0.8485296071	NA	497	0.9995482273	1.041294188	-1.192369498	2.889428713	1	1	1	BcgI	NA	fixed	1384029.138	glm	57	False	fraction 0.35 < 0.75; dispersion 116.83 > 5.0; containment 0.19 < 0.5	-	single enzyme: no cross-enzyme consistency check available
