run	genome	log2(PTR)	pass_qc	n_enzymes	old_log2ptr	old_pass_qc	old_n_enzymes	_merge	d_log2ptr	same_pass_qc
SRR28338156	GCA_041389005.1_ASM4138900v1_genomic		False	0	0.4920985009	False	3.0	both		True
SRR28338156	GCA_041389025.1_ASM4138902v1_genomic		False	0	0.2462819175	False	7.0	both		True
SRR28338156	GCA_041389045.1_ASM4138904v1_genomic		False	0	0.8093363722	False	3.0	both		True
SRR28338156	GCA_041389065.1_ASM4138906v1_genomic		False	0	0.496401533	False	7.0	both		True
SRR28338156	GCA_041389085.1_ASM4138908v1_genomic		False	0	1.71196278	False	3.0	both		True
SRR28338156	GCA_041389105.1_ASM4138910v1_genomic		False	0	0.2126618065	False	3.0	both		True
SRR28338156	GCA_041389125.1_ASM4138912v1_genomic		False	0	0.6864663384	False	4.0	both		True
SRR28338156	GCA_041389145.1_ASM4138914v1_genomic		False	0	0.9727365033	False	3.0	both		True
SRR28338156	GCA_041389165.1_ASM4138916v1_genomic		False	0	0.2707046896	False	8.0	both		True
SRR28338156	GCA_041389185.1_ASM4138918v1_genomic		False	0	0.1610830492	True	14.0	both		False
SRR28338156	GCA_041389205.1_ASM4138920v1_genomic		False	0	4.532765085	True	16.0	both		False
SRR28338156	GCA_041389225.1_ASM4138922v1_genomic		False	0	0.6269755055	False	6.0	both		True
SRR28338156	GCA_041389245.1_ASM4138924v1_genomic		False	0	0.06349950624	False	11.0	both		True
SRR28338156	GCA_041389265.1_ASM4138926v1_genomic		False	0	0.06645429803	False	9.0	both		True
SRR28338156	GCA_041389285.1_ASM4138928v1_genomic		False	0	0.2124752323	False	8.0	both		True
SRR28338156	GCA_041389305.1_ASM4138930v1_genomic		False	0	0.1469985964	False	5.0	both		True
SRR28338156	GCA_041389325.1_ASM4138932v1_genomic		False	0	0.115478178	True	14.0	both		False
SRR28338156	GCA_041389345.1_ASM4138934v1_genomic	0.07135997056	True	16	0.1356640717	False	8.0	both	-0.06430410114	False
SRR28338156	GCA_041389365.1_ASM4138936v1_genomic		False	0	4.527472621	False	16.0	both		True
SRR28338156	GCA_041389385.1_ASM4138938v1_genomic		False	0	0.3018268497	False	16.0	both		True
SRR28338156	GCA_041389405.1_ASM4138940v1_genomic		False	0	2.567893794	False	9.0	both		True
SRR28338156	GCA_041389425.1_ASM4138942v1_genomic		False	0	0.1128413324	False	9.0	both		True
SRR28338156	GCA_041389445.1_ASM4138944v1_genomic		False	0	0.09192183128	False	10.0	both		True
SRR28338156	GCA_041389465.1_ASM4138946v1_genomic		False	0	0.8375905948	False	4.0	both		True
SRR28338156	GCA_041389485.1_ASM4138948v1_genomic		False	0	0.1470454948	False	10.0	both		True
